Month (mm-yy),Sapling no.,Planting hole,Weeding treatment,Fertiliser treatment,Peat condition,Sun exposure,Insect herbivory,Dead/Live,Height (cm),DBH (cm),No. of leaves,RGR for Height,RGR for DBH
Mar-21,75-01-17,1,Weeding,None,Waterlogged,High,NA,Live,178,1.37,0,0,0
Mar-21,56-01-01,2,No weeding,Urea,Partial,High,NA,Live,129.5,0.71,0,0,0
Mar-21,50-01-09,3,Weeding,Mixed,Waterlogged,High,NA,Live,177.1,1.24,0,0,0
Mar-21,24-01-03,4,No weeding,TSP,Partial,Partial,NA,Live,191,0.92,0,0,0
Mar-21,28-01-03,5,Weeding,None,Partial,High,NA,Live,176.5,0.83,0,0,0
Mar-21,39-01-22,6,No weeding,Urea,Waterlogged,High,NA,Dead,176.2,1.32,0,0,0
Mar-21,41-01-23,7,Weeding,Mixed,Waterlogged,High,NA,Live,221,0.8,0,0,0
Mar-21,77-01-10,8,No weeding,TSP,Dry,High,NA,Live,97,0.71,0,0,0
Mar-21,09-01-11,9,Weeding,None,Partial,High,NA,Live,177,1.24,0,0,0
Mar-21,05-01-04,10,No weeding,Urea,Waterlogged,High,NA,Live,157,0.5,0,0,0
Mar-21,45-01-01,11,Weeding,Mixed,Waterlogged,High,NA,Live,175.5,1.12,0,0,0
Mar-21,68-01-17,12,No weeding,TSP,Waterlogged,High,NA,Live,176.6,1.18,0,0,0
Mar-21,68-01-22,13,Weeding,None,Partial,High,NA,Live,177.5,1.16,0,0,0
Mar-21,62-01-06,14,No weeding,Urea,Dry,High,NA,Live,175.5,1.29,0,0,0
Mar-21,53-01-09,15,Weeding,Mixed,Partial,High,NA,Live,175,0.67,0,0,0
Mar-21,03-01-04,16,Weeding,TSP,Partial,Partial,NA,Live,187,1.28,0,0,0
Mar-21,09-01-24,17,No weeding,None,Waterlogged,Partial,NA,Live,180.5,1.42,0,0,0
Mar-21,68-01-15,18,Weeding,Urea,Waterlogged,High,NA,Live,154.4,0.35,0,0,0
Mar-21,77-01-01,19,No weeding,Mixed,Partial,Partial,NA,Live,177,0.85,0,0,0
Mar-21,41-01-06,20,Weeding,TSP,Partial,High,NA,Live,176.7,1.26,0,0,0
Mar-21,51-01-11,21,No weeding,None,Dry,High,NA,Live,229.5,1.51,0,0,0
Mar-21,52-01-11,22,Weeding,Urea,Waterlogged,High,NA,Live,208.5,0.75,0,0,0
Mar-21,69-01-09,23,No weeding,Mixed,Waterlogged,High,NA,Live,178,0.95,0,0,0
Mar-21,30-01-07,24,Weeding,TSP,Waterlogged,High,NA,Live,195,1.06,0,0,0
Mar-21,39-01-12,25,No weeding,None,Partial,High,NA,Live,177,0.56,0,0,0
Mar-21,02-01-02,26,Weeding,Urea,Partial,High,NA,Live,233,0.87,0,0,0
Mar-21,39-01-18,27,No weeding,Mixed,Waterlogged,High,NA,Live,161.2,0.75,0,0,0
Mar-21,77-01-19,28,Weeding,TSP,Partial,High,NA,Live,203,0.45,0,0,0
Mar-21,46-01-02,29,No weeding,None,Partial,High,NA,Live,175.3,0.99,0,0,0
Mar-21,68-01-26,30,Weeding,Urea,Dry,High,NA,Live,195,1.29,0,0,0
Mar-21,20-01-30,31,No weeding,Mixed,Partial,Partial,NA,Live,112,0.66,0,0,0
Mar-21,56-01-07,32,No weeding,TSP,Dry/Partial,High,NA,Live,162.5,0.51,0,0,0
Mar-21,43-01-04,33,Weeding,None,Dry,High,NA,Live,169,0.46,0,0,0
Mar-21,78-01-24,34,No weeding,Urea,Partial,High,NA,Live,138,0.76,0,0,0
Mar-21,03-01-24,35,Weeding,Mixed,Partial,High,NA,Live,191,1.16,0,0,0
Mar-21,41-01-01,36,No weeding,TSP,Partial,Partial,NA,Live,176,1.24,0,0,0
Mar-21,09-01-10,37,Weeding,None,Partial,High,NA,Live,176.8,1.36,0,0,0
Mar-21,22-01-01,38,No weeding,Urea,Dry,Partial,NA,Dead,175.5,1.24,0,0,0
Mar-21,02-01-09,39,Weeding,Mixed,Waterlogged,High,NA,Live,232,1.3,0,0,0
Mar-21,20-01-01,40,No weeding,TSP,Waterlogged,High,NA,Live,231,0.72,0,0,0
Mar-21,77-01-17,41,Weeding,None,Waterlogged,High,NA,Live,177,0.9,0,0,0
Mar-21,24-01-07,42,No weeding,Urea,Partial,High,NA,Live,177,0.57,0,0,0
Mar-21,60-01-02,43,Weeding,Mixed,Partial,High,NA,Live,91.6,1.26,0,0,0
Mar-21,20-01-33,44,No weeding,TSP,Dry,High,NA,Live,175.5,0.64,0,0,0
Mar-21,62-01-02,45,Weeding,None,Partial,Low,NA,Live,176.7,1.36,0,0,0
Mar-21,39-01-16,46,No weeding,Urea,Dry,High,NA,Live,175.5,0.91,0,0,0
Mar-21,51-01-13,47,Weeding,Mixed,Waterlogged,Partial,NA,Live,165.5,1.17,0,0,0
Mar-21,33-01-01,48,Weeding,TSP,Partial,Partial,NA,Live,152,0.43,0,0,0
Mar-21,63-01-02,49,No weeding,None,Dry,Low,NA,Live,180.5,0.82,0,0,0
Mar-21,13-01-09,50,No weeding,Urea,Waterlogged,Low,NA,Live,176,1.24,0,0,0
Mar-21,20-01-08,51,No weeding,Mixed,Partial,Low,NA,Live,195,1.5,0,0,0
Mar-21,40-01-13,52,No weeding,TSP,Partial,High,NA,Live,218,0.74,0,0,0
Mar-21,61-01-01,53,No weeding,None,Partial,Partial,NA,Live,175.6,0.76,0,0,0
Mar-21,03-01-08,54,Weeding,Urea,Dry,Partial,NA,Live,216.5,1.3,0,0,0
Mar-21,49-01-13,55,No weeding,Mixed,Partial,Partial,NA,Live,196,0.76,0,0,0
Mar-21,66-01-01,56,Weeding,TSP,Waterlogged,High,NA,Live,143.5,1.1,0,0,0
Mar-21,25-01-02,57,No weeding,None,Partial,Partial,NA,Live,177,1.22,0,0,0
Mar-21,45-01-06,58,Weeding,Urea,Partial,High,NA,Live,179,1.44,0,0,0
Mar-21,51-01-02,59,No weeding,Mixed,Partial,Partial,NA,Live,174.4,0.74,0,0,0
Mar-21,35-01-07,60,Weeding,TSP,Dry,High,NA,Live,184,1.58,0,0,0
Mar-21,50-01-17,61,No weeding,None,Partial,Partial,NA,Live,176,0.68,0,0,0
Mar-21,75-01-19,62,No weeding,Urea,Waterlogged,Low,NA,Live,177.7,0.48,0,0,0
Mar-21,09-01-12,63,No weeding,Mixed,Partial,Low,NA,Live,160.5,0.43,0,0,0
Mar-21,40-01-28,64,No weeding,TSP,Partial,Partial,NA,Live,178,0.85,0,0,0
Mar-21,75-01-07,65,Weeding,None,Partial,High,NA,Live,177.2,1.66,0,0,0
Mar-21,32-01-03,66,No weeding,Urea,Partial,Partial,NA,Live,205,0.5,0,0,0
Mar-21,64-01-02,67,Weeding,Mixed,Waterlogged,High,NA,Live,146.9,0.29,0,0,0
Mar-21,44-01-01,68,No weeding,TSP,Partial,High,NA,Live,175.5,1.09,0,0,0
Mar-21,53-01-06,69,Weeding,None,Dry,High,NA,Live,175,0.91,0,0,0
Mar-21,69-01-10,70,No weeding,Urea,Partial,High,NA,Live,100,0.51,0,0,0
Mar-21,50-01-04,71,Weeding,Mixed,Waterlogged,High,NA,Live,177,1.29,0,0,0
Mar-21,04-01-24,72,No weeding,TSP,Partial,High,NA,Live,176.7,1.15,0,0,0
Mar-21,75-01-11,73,Weeding,None,Partial,High,NA,Live,188,0.85,0,0,0
Mar-21,49-01-01,74,No weeding,Urea,Dry,High,NA,Live,177,1.36,0,0,0
Mar-21,18-01-33,75,Weeding,Mixed,Partial,High,NA,Live,177,0.88,0,0,0
Mar-21,49-01-11,76,No weeding,TSP,Waterlogged,High,NA,Live,174,1.22,0,0,0
Mar-21,30-01-17,77,Weeding,None,Waterlogged,High,NA,Live,176.4,1.16,0,0,0
Mar-21,06-01-04,78,No weeding,Urea,Partial,High,NA,Live,149,0.67,0,0,0
Mar-21,78-01-22,79,Weeding,Mixed,Partial,High,NA,Live,207,1.384,0,0,0
Mar-21,22-01-03,80,No weeding,TSP,Partial,High,NA,Live,172,0.648,0,0,0
Mar-21,30-01-09,81,Weeding,None,Partial,High,NA,Live,175,1.049,0,0,0
Mar-21,09-01-05,82,No weeding,Urea,Waterlogged,High,NA,Live,191.5,1.05,0,0,0
Mar-21,18-01-28,83,Weeding,Mixed,Partial,High,NA,Live,60.5,0.33,0,0,0
Mar-21,08-01-03,84,No weeding,TSP,Waterlogged,High,NA,Live,173,0.44,0,0,0
Mar-21,05-01-39,85,Weeding,None,Dry,High,NA,Live,177,1.31,0,0,0
Mar-21,68-01-27,86,No weeding,Urea,Dry,High,NA,Live,162.5,0.45,0,0,0
Mar-21,09-01-14,87,Weeding,Mixed,Waterlogged,High,NA,Live,175.8,1.08,0,0,0
Mar-21,39-01-30,88,No weeding,TSP,Partial,High,NA,Live,175.4,1.32,0,0,0
Mar-21,69-01-07,89,Weeding,None,Partial,High,NA,Live,176.5,1.08,0,0,0
Mar-21,77-01-13,90,No weeding,Urea,Partial,High,NA,Live,176.3,1.29,0,0,0
Mar-21,21-01-17,91,Weeding,Mixed,Waterlogged,High,NA,Live,199.5,1.1,0,0,0
Mar-21,49-01-16,92,No weeding,TSP,Partial,High,NA,Live,176.1,1.41,0,0,0
Mar-21,44-01-11,93,Weeding,None,Waterlogged,High,NA,Live,132,0.6,0,0,0
Mar-21,10-01-08,94,No weeding,Urea,Partial,High,NA,Live,175.4,0.55,0,0,0
Mar-21,43-01-02,95,Weeding,Mixed,Waterlogged,High,NA,Live,178.5,1.11,0,0,0
Mar-21,06-01-07,96,No weeding,TSP,Waterlogged,High,NA,Live,249.5,1.4,0,0,0
Mar-21,03-01-16,97,Weeding,None,Waterlogged,High,NA,Live,91.2,0.32,0,0,0
Mar-21,40-01-19,98,No weeding,Urea,Dry,High,NA,Live,176.4,1.56,0,0,0
Mar-21,40-01-25,99,No weeding,None,Partial,High,NA,Live,176.5,1.34,0,0,0
Mar-21,75-01-02,100,Weeding,Urea,Partial,High,NA,Live,177.5,1.24,0,0,0
Mar-21,40-01-08,101,No weeding,Mixed,Waterlogged,High,NA,Live,179.3,0.9,0,0,0
Mar-21,73-01-08,102,Weeding,TSP,Partial,High,NA,Live,136,0.89,0,0,0
Mar-21,78-01-08,103,No weeding,None,Dry,High,NA,Live,176.5,0.84,0,0,0
Mar-21,78-01-20,104,Weeding,Urea,Dry,High,NA,Live,176.9,1.07,0,0,0
Mar-21,03-01-12,105,No weeding,Mixed,Waterlogged,High,NA,Live,177.2,1.25,0,0,0
Mar-21,68-01-25,106,Weeding,TSP,Partial,High,NA,Live,177,1.22,0,0,0
Mar-21,44-01-12,107,No weeding,None,Dry,High,NA,Live,79,0.45,0,0,0
Mar-21,78-01-26,108,Weeding,Urea,Dry,High,NA,Live,177,1.35,0,0,0
Mar-21,25-01-04,109,No weeding,Mixed,Partial,Partial,NA,Live,176.2,1.47,0,0,0
Mar-21,44-01-10,110,Weeding,TSP,Partial,High,NA,Live,176,1.56,0,0,0
Mar-21,43-01-01,111,No weeding,None,Partial,High,NA,Live,188.4,1.31,0,0,0
Mar-21,65-01-05,112,Weeding,Urea,Partial,High,NA,Live,176.4,0.96,0,0,0
Mar-21,69-01-06,113,No weeding,Mixed,Partial,High,NA,Live,177,0.931,0,0,0
Mar-21,68-01-24,114,Weeding,TSP,Partial,High,NA,Live,147,0.31,0,0,0
Mar-21,10-01-12,115,No weeding,None,Partial,High,NA,Live,192,1.166,0,0,0
Mar-21,39-01-14,116,Weeding,Urea,Waterlogged,High,NA,Live,117.5,0.7,0,0,0
Mar-21,10-01-04,117,No weeding,Mixed,Waterlogged,High,NA,Live,163.5,1.23,0,0,0
Mar-21,44-01-04,118,Weeding,TSP,Partial,High,NA,Live,176,1.41,0,0,0
Mar-21,13-01-03,119,No weeding,None,Waterlogged,High,NA,Live,166.1,1.16,0,0,0
Mar-21,68-01-28,120,Weeding,Urea,Waterlogged,High,NA,Live,187.4,0.6,0,0,0
Mar-21,68-01-06,121,No weeding,Mixed,Waterlogged,High,NA,Dead,73.4,1.3,0,0,0
Mar-21,20-01-31,122,Weeding,TSP,Partial,High,NA,Live,175.5,1.19,0,0,0
Mar-21,08-01-09,123,No weeding,None,Partial,High,NA,Live,196.5,0.88,0,0,0
Mar-21,06-01-06,124,Weeding,Urea,Partial,High,NA,Live,180,0.31,0,0,0
Mar-21,65-01-06,125,No weeding,Mixed,Partial,High,NA,Live,227.3,0.98,0,0,0
Mar-21,08-01-06,126,Weeding,TSP,Partial,High,NA,Live,177.4,0.95,0,0,0
Mar-21,52-01-10,127,No weeding,None,Waterlogged,High,NA,Live,191.2,0.89,0,0,0
Mar-21,19-01-07,128,Weeding,Urea,Waterlogged,High,NA,Live,193.5,0.7,0,0,0
Mar-21,52-01-05,129,No weeding,Mixed,Waterlogged,High,NA,Live,180,1,0,0,0
Mar-21,41-01-34,130,Weeding,TSP,Waterlogged,High,NA,Live,124,0.83,0,0,0
Mar-21,18-01-27,131,No weeding,None,Waterlogged,High,NA,Live,176.6,1.06,0,0,0
Mar-21,20-01-27,132,Weeding,Urea,Waterlogged,High,NA,Live,148.2,0.93,0,0,0
Mar-21,53-01-05,133,Weeding,None,Partial,High,NA,Live,111,0.86,0,0,0
Mar-21,39-01-04,134,No weeding,Urea,Partial,Partial,NA,Live,177,1.75,0,0,0
Mar-21,18-01-21,135,Weeding,Mixed,Waterlogged,High,NA,Live,177.5,0.76,0,0,0
Mar-21,64-01-04,136,No weeding,TSP,Partial,High,NA,Live,178,0.54,0,0,0
Mar-21,41-01-33,137,Weeding,None,Partial,High,NA,Live,105,0.22,0,0,0
Mar-21,49-01-12,138,No weeding,Urea,Partial,High,NA,Live,179.6,0.71,0,0,0
Mar-21,40-01-22,139,Weeding,Mixed,Waterlogged,High,NA,Live,95.1,0.36,0,0,0
Mar-21,45-01-06,140,No weeding,TSP,Partial,High,NA,Live,177.1,1.53,0,0,0
Mar-21,05-01-20,141,Weeding,None,Dry,High,NA,Live,179,1.18,0,0,0
Mar-21,57-01-06,142,No weeding,Urea,Dry,High,NA,Live,177,0.99,0,0,0
Mar-21,32-01-02,143,Weeding,Mixed,Partial,Partial,NA,Live,65,0.25,0,0,0
Mar-21,05-01-43,144,No weeding,TSP,Partial,Low,NA,Live,214,0.85,0,0,0
Mar-21,62-01-09,145,Weeding,None,Waterlogged,Low,NA,Live,99,1.38,0,0,0
Mar-21,22-01-02,146,No weeding,Urea,Partial,Low,NA,Live,112,0.74,0,0,0
Mar-21,77-01-04,147,Weeding,Mixed,Partial,High,NA,Live,184.5,1.211,0,0,0
Mar-21,17-01-02,148,No weeding,TSP,Waterlogged,High,NA,Live,175.5,0.829,0,0,0
Mar-21,05-01-27,149,Weeding,None,Partial,High,NA,Live,182,0.821,0,0,0
Mar-21,03-01-20,150,No weeding,Urea,Dry,High,NA,Live,229,1.49,0,0,0
Mar-21,78-01-03,151,Weeding,Mixed,Dry,High,NA,Live,179,1,0,0,0
Mar-21,67-01-04,152,No weeding,TSP,Waterlogged,High,NA,Live,189,0.61,0,0,0
Mar-21,04-01-07,153,Weeding,None,Dry,High,NA,Live,176,0.99,0,0,0
Mar-21,69-01-01,154,No weeding,Urea,Waterlogged,High,NA,Live,190.1,0.53,0,0,0
Mar-21,17-01-05,155,Weeding,Mixed,Waterlogged,High,NA,Dead,176.8,0.46,0,0,0
Mar-21,50-01-15,156,No weeding,TSP,Partial,High,NA,Live,177,1.11,0,0,0
Mar-21,05-01-25,157,Weeding,None,Dry,High,NA,Live,177.5,1.68,0,0,0
Mar-21,75-01-06,158,No weeding,Urea,Partial,High,NA,Live,185.3,0.61,0,0,0
Mar-21,02-01-14,159,Weeding,Mixed,Partial,High,NA,Live,175.5,1.6,0,0,0
Mar-21,77-01-20,160,No weeding,TSP,Waterlogged,High,NA,Live,177.3,2.15,0,0,0
Mar-21,18-01-02,161,Weeding,None,Partial,High,NA,Live,186.5,0.6,0,0,0
Mar-21,08-01-04,162,No weeding,Urea,Waterlogged,High,NA,Live,137,0.47,0,0,0
Mar-21,40-01-16,163,Weeding,Mixed,Waterlogged,High,NA,Live,126,0.52,0,0,0
Mar-21,40-01-01,164,No weeding,TSP,Waterlogged,High,NA,Live,176.2,0.78,0,0,0
Mar-21,56-01-04,165,Weeding,None,Waterlogged,High,NA,Live,203,0.81,0,0,0
Mar-21,75-01-12,166,No weeding,Urea,Waterlogged,High,NA,Live,177.1,0.67,0,0,0
Mar-21,50-01-05,167,No weeding,None,Partial,Partial,NA,Live,148,0.6,0,0,0
Mar-21,54-01-04,168,Weeding,Urea,Partial,Low,NA,Live,133.5,0.66,0,0,0
Mar-21,08-01-11,169,No weeding,Mixed,Waterlogged,Low,NA,Live,173,0.55,0,0,0
Mar-21,03-01-14,170,No weeding,TSP,Partial,Low,NA,Live,177,1.08,0,0,0
Mar-21,71-01-02,171,No weeding,None,Partial,Low,NA,Live,148.5,1.15,0,0,0
Mar-21,68-01-07,172,Weeding,Urea,Partial,Low,NA,Live,176.7,0.9,0,0,0
Mar-21,30-01-23,173,No weeding,Mixed,Waterlogged,Low,NA,Live,175.5,1.03,0,0,0
Mar-21,78-01-05,174,Weeding,TSP,Partial,High,NA,Live,175.5,1.21,0,0,0
Mar-21,03-01-23,175,No weeding,None,Dry,Partial,NA,Live,202,1.23,0,0,0
Mar-21,50-01-06,176,Weeding,Urea,Partial,Low,NA,Live,174.5,0.73,0,0,0
Mar-21,65-01-04,177,No weeding,Mixed,Partial,Low,NA,Live,177.4,1.05,0,0,0
Mar-21,18-01-25,178,Weeding,TSP,Partial,Low,NA,Live,109,0.81,0,0,0
Mar-21,54-01-05,179,No weeding,None,Partial,Low,NA,Live,137,0.25,0,0,0
Mar-21,07-01-03,180,Weeding,Urea,Partial,Low,NA,Live,175.5,0.59,0,0,0
Mar-21,50-01-07,181,No weeding,Mixed,Partial,Partial,NA,Live,177.5,0.976,0,0,0
Mar-21,78-01-02,182,Weeding,TSP,Partial,Partial,NA,Dead,81,0.497,0,0,0
Mar-21,18-01-18,183,No weeding,None,Partial,Partial,NA,Live,177,0.946,0,0,0
Mar-21,20-01-24,184,Weeding,Urea,Dry,Partial,NA,Live,176,1.33,0,0,0
Mar-21,44-01-14,185,No weeding,Mixed,Waterlogged,High,NA,Live,176.5,1.1,0,0,0
Mar-21,20-01-05,186,Weeding,TSP,Partial,High,NA,Live,189.8,0.63,0,0,0
Mar-21,53-01-01,187,No weeding,None,Partial,High,NA,Live,175.8,1.12,0,0,0
Mar-21,40-01-24,188,Weeding,Urea,Waterlogged,High,NA,Live,176.7,0.97,0,0,0
Mar-21,77-01-03,189,No weeding,Mixed,Partial,High,NA,Live,176.2,0.92,0,0,0
Mar-21,70-01-01,190,Weeding,TSP,Partial,High,NA,Live,177.4,1.4,0,0,0
Mar-21,20-01-14,191,No weeding,None,Partial,Partial,NA,Live,175,1.52,0,0,0
Mar-21,05-01-17,192,Weeding,Urea,Partial,High,NA,Live,176.5,1.08,0,0,0
Mar-21,29-01-06,193,No weeding,Mixed,Partial,High,NA,Live,184.1,0.64,0,0,0
Mar-21,73-01-01,194,Weeding,TSP,Partial,High,NA,Live,201,1.51,0,0,0
Mar-21,41-01-10,195,No weeding,None,Waterlogged,High,NA,Live,200,1.8,0,0,0
Mar-21,22-01-04,196,Weeding,Urea,Partial,Partial,NA,Live,176,0.67,0,0,0
Mar-21,05-01-02,197,No weeding,Mixed,Waterlogged,High,NA,Live,177.5,1.11,0,0,0
Mar-21,05-01-07,198,Weeding,TSP,Partial,High,NA,Live,177.1,0.87,0,0,0
Mar-21,05-01-28,199,No weeding,None,Waterlogged,High,NA,Live,109.4,0.88,0,0,0
Mar-21,49-01-14,200,Weeding,Urea,Waterlogged,High,NA,Live,133,0.82,0,0,0
Apr-21,75-01-17,1,Weeding,None,Partial,High,NA,Live,177.5,1.52,0,-0.00281,0.1039
Apr-21,56-01-01,2,No weeding,Urea,Dry,High,Low,Live,129,0.94,4,-0.00387,0.28061
Apr-21,50-01-09,3,Weeding,Mixed,Waterlogged,High,NA,Live,177,1.27,0,-0.00056,0.02391
Apr-21,24-01-03,4,No weeding,TSP,Dry,Partial,Low,Live,192,0.92,4,0.00522,0
Apr-21,28-01-03,5,Weeding,None,Partial,High,NA,Live,176,0.87,0,-0.00284,0.04707
Apr-21,39-01-22,6,No weeding,Urea,Waterlogged,High,NA,Dead,175.5,1.25,0,NA,NA
Apr-21,41-01-23,7,Weeding,Mixed,Waterlogged,High,None,Live,229,0.8,9,0.03556,0
Apr-21,77-01-10,8,No weeding,TSP,Partial,High,Low,Live,102.5,0.83,2,0.05515,0.15616
Apr-21,09-01-11,9,Weeding,None,Partial,High,NA,Live,177,1.38,3,0,0.10697
Apr-21,05-01-04,10,No weeding,Urea,Waterlogged,High,NA,Live,160,0.5,0,0.01893,0
Apr-21,45-01-01,11,Weeding,Mixed,Waterlogged,High,NA,Live,176,1.05,0,0.00284,-0.06454
Apr-21,68-01-17,12,No weeding,TSP,Waterlogged,High,NA,Dead,177.5,1.26,0,NA,NA
Apr-21,68-01-22,13,Weeding,None,Partial,Partial,NA,Dead,175.5,1.17,0,NA,NA
Apr-21,62-01-06,14,No weeding,Urea,Partial,Partial,NA,Live,176,1.28,0,0.00284,-0.00778
Apr-21,53-01-09,15,Weeding,Mixed,Partial,High,Low,Live,176.6,0.67,4,0.0091,0
Apr-21,03-01-04,16,Weeding,TSP,Partial,High,None,Live,176.5,1.26,0,-0.05779,-0.01575
Apr-21,09-01-24,17,No weeding,None,Dry,Partial,Low,Live,184,1.4,6,0.0192,-0.01418
Apr-21,68-01-15,18,Weeding,Urea,Dry,High,Intermediate,Live,153,0.42,2,-0.00911,0.18232
Apr-21,77-01-01,19,No weeding,Mixed,Partial,Partial,NA,Dead,177,0.82,0,NA,NA
Apr-21,41-01-06,20,Weeding,TSP,Dry,High,NA,Live,177,1.21,0,0.0017,-0.04049
Apr-21,51-01-11,21,No weeding,None,Partial,High,None,Live,227.5,1.46,3,-0.00875,-0.03367
Apr-21,52-01-11,22,Weeding,Urea,Waterlogged,High,NA,Dead,205,0.62,0,NA,NA
Apr-21,69-01-09,23,No weeding,Mixed,Waterlogged,High,NA,Live,178.2,0.93,0,0.00112,-0.02128
Apr-21,30-01-07,24,Weeding,TSP,Waterlogged,High,NA,Dead,174.7,0.93,0,NA,NA
Apr-21,39-01-12,25,No weeding,None,Partial,High,NA,Dead,176.5,0.51,0,NA,NA
Apr-21,02-01-02,26,Weeding,Urea,Partial,High,NA,Live,233,0.88,0,0,0.01143
Apr-21,39-01-18,27,No weeding,Mixed,Waterlogged,High,None,Live,161,0.78,1,-0.00124,0.03922
Apr-21,77-01-19,28,Weeding,TSP,Partial,High,None,Live,203.5,0.58,3,0.00246,0.25378
Apr-21,46-01-02,29,No weeding,None,Partial,Partial,NA,Dead,175,0.92,0,NA,NA
Apr-21,68-01-26,30,Weeding,Urea,Partial,High,NA,Live,180,1.44,0,-0.08004,0.11
Apr-21,20-01-30,31,No weeding,Mixed,Partial,High,NA,Dead,78.5,0.56,0,NA,NA
Apr-21,56-01-07,32,No weeding,TSP,Partial,High,None,Live,163,0.53,10,0.00307,0.03847
Apr-21,43-01-04,33,Weeding,None,Dry,High,NA,Live,175,0.63,0,0.03489,0.31449
Apr-21,78-01-24,34,No weeding,Urea,Dry,Partial,NA,Dead,143,0.42,0,NA,NA
Apr-21,03-01-24,35,Weeding,Mixed,Dry,High,Low,Live,193,1.3,3,0.01042,0.11394
Apr-21,41-01-01,36,No weeding,TSP,Dry,Partial,NA,Dead,176,1.16,0,NA,NA
Apr-21,09-01-10,37,Weeding,None,Partial,High,NA,Live,176.5,1.37,0,-0.0017,0.00733
Apr-21,22-01-01,38,No weeding,Urea,Partial,High,None,Live,187.5,1.33,4,0.06614,0.07007
Apr-21,02-01-09,39,Weeding,Mixed,Waterlogged,High,NA,Live,234.5,1.1,0,0.01072,-0.16705
Apr-21,20-01-01,40,No weeding,TSP,Waterlogged,High,NA,Live,176.5,0.75,0,-0.2691,0.04082
Apr-21,77-01-17,41,Weeding,None,Partial,High,NA,Live,177,0.9,0,0,0
Apr-21,24-01-07,42,No weeding,Urea,Partial,High,NA,Live,176,0.64,0,-0.00567,0.11583
Apr-21,60-01-02,43,Weeding,Mixed,Partial,High,NA,Dead,93,1.35,0,NA,NA
Apr-21,20-01-33,44,No weeding,TSP,Partial,Partial,Low,Live,176,0.73,5,0.00284,0.13158
Apr-21,62-01-02,45,Weeding,None,Partial,Low,Low,Live,182,1.53,3,0.02955,0.11778
Apr-21,39-01-16,46,No weeding,Urea,Partial,Partial,NA,Live,175.5,0.9,0,0,-0.01105
Apr-21,51-01-13,47,Weeding,Mixed,Partial,Partial,NA,Dead,174.5,1.17,0,NA,NA
Apr-21,33-01-01,48,Weeding,TSP,Partial,High,None,Live,152.5,0.44,0,0.00328,0.02299
Apr-21,63-01-02,49,No weeding,None,Partial,Low,Low,Live,183,0.8,5,0.01376,-0.02469
Apr-21,13-01-09,50,No weeding,Urea,Partial,Low,NA,Dead,178,1.22,0,NA,NA
Apr-21,20-01-08,51,No weeding,Mixed,Dry,Low,NA,Live,197,1.2,0,0.0102,-0.22314
Apr-21,40-01-13,52,No weeding,TSP,Dry,Partial,NA,Live,210.5,0.7,0,-0.03501,-0.05557
Apr-21,61-01-01,53,No weeding,None,Partial,High,NA,Live,211,0.75,0,0.18365,-0.01325
Apr-21,03-01-08,54,Weeding,Urea,Partial,High,NA,Dead,217,1.22,0,NA,NA
Apr-21,49-01-13,55,No weeding,Mixed,Partial,Low,Low,Live,200.5,0.87,4,0.0227,0.13517
Apr-21,66-01-01,56,Weeding,TSP,Waterlogged,High,Low,Live,144.5,1,4,0.00694,-0.09531
Apr-21,25-01-02,57,No weeding,None,Partial,Partial,NA,Live,176.5,1.16,0,-0.00283,-0.05043
Apr-21,45-01-06,58,Weeding,Urea,Dry,Partial,NA,Dead,178,1.4,0,NA,NA
Apr-21,51-01-02,59,No weeding,Mixed,Partial,High,Low,Live,177,0.74,7,0.0148,0
Apr-21,35-01-07,60,Weeding,TSP,Partial,High,Low,Live,210,1.62,8,0.13217,0.025
Apr-21,50-01-17,61,No weeding,None,Partial,Low,Low,Live,175,0.77,1,-0.0057,0.1243
Apr-21,75-01-19,62,No weeding,Urea,Waterlogged,Low,Low,Live,178,0.54,3,0.00169,0.11778
Apr-21,09-01-12,63,No weeding,Mixed,Partial,Low,Low,Live,182.5,0.46,1,0.12846,0.06744
Apr-21,40-01-28,64,No weeding,TSP,Partial,Partial,Low,Live,177,0.74,2,-0.00563,-0.13859
Apr-21,75-01-07,65,Weeding,None,Dry,High,NA,Live,177.5,1.68,0,0.00169,0.01198
Apr-21,32-01-03,66,No weeding,Urea,Dry,Partial,NA,Dead,200.5,0.52,0,NA,NA
Apr-21,64-01-02,67,Weeding,Mixed,Dry,High,None,Live,148,0.27,1,0.00746,-0.07146
Apr-21,44-01-01,68,No weeding,TSP,Partial,High,Low,Live,177,1.13,9,0.00851,0.03604
Apr-21,53-01-06,69,Weeding,None,Partial,High,NA,Live,175.6,0.98,0,0.00342,0.07411
Apr-21,69-01-10,70,No weeding,Urea,Partial,High,NA,Dead,97.5,0.49,0,NA,NA
Apr-21,50-01-04,71,Weeding,Mixed,Partial,High,None,Live,176,1.15,0,-0.00567,-0.11488
Apr-21,04-01-24,72,No weeding,TSP,Partial,High,NA,Dead,175.6,1.08,0,NA,NA
Apr-21,75-01-11,73,Weeding,None,Partial,High,None,Live,177,0.88,0,-0.06029,0.03469
Apr-21,49-01-01,74,No weeding,Urea,Partial,High,Low,Live,176,1.3,2,-0.00567,-0.04512
Apr-21,18-01-33,75,Weeding,Mixed,Partial,High,NA,Live,177,0.88,0,0,0
